osmid,name,amenity,Longitude,Latitude
3505721392,Chez Pat,bar,2.3838734,48.8119395
3508777803,Le Paris,bar,2.2882069,48.8195054
3512343285,Demory Paris,bar,2.3508801,48.8616762
3512354722,A la bière comme à la bière,bar,2.3912387,48.8722827
3515397525,Bar du Centre,bar,2.0594485,49.0606925
3515431494,Café des Sports,bar,2.0646253,49.060468
3518621993,Le Bouillon St Stef,bar,2.3922512,48.86918
3518901751,Lulu White,bar,2.3374527,48.881636
3519288964,Le Bistro 421,bar,2.2922347,48.8952646
3519591021,RockOut,bar,2.1440472,48.9450414
3523711150,One Piece,bar,2.3227016,48.7991611
3524434462,Les caves de Reuilly,bar,2.3907145,48.8393126
3531673926,Les Voisins,bar,2.3627608,48.8709974
3539216256,Le Doobie’s,restaurant;bar;nightclub,2.3047028,48.8688873
3544775470,L'industrie,bar,2.2333958,48.8772155
3544775471,Le Bourgogne,bar,2.233072,48.8767136
3558360515,Le Berny,bar,2.3083115,48.7623496
3564004394,Le Bistro de Halles,bar,2.3462239,48.860095
3574969793,Le Celtique,bar,2.7130866,48.8844799
3575298893,Le Perchoir,bar,2.3819312,48.8654079
3575298894,El Urbano Bar,bar,2.3815935,48.8663494
3575298896,Twenty One Sound Bar,bar,2.3807266,48.8516939
3583512077,Le Paris,bar,2.243354,48.7123471
3588040117,Le Maryland,bar,2.32687,48.8231458
3588249495,Le Quid,bar,2.3491265,48.8628407
3588251096,Le Max,bar,2.3483063,48.8627989
3588258394,L'Autobus Impérial,bar,2.3480392,48.8627203
3590099979,Le Favori,bar,2.6341541,48.5148827
3607886050,Au Bar Le Surène,bar,2.3220781,48.8704879
3608895539,guinguette,bar,1.9999523,48.9489112
3610382593,Le sophora,bar,1.999402,48.9385151
3610765089,Little Bastard,bar,2.3647493,48.8623527
3616131198,Le Paradis du Fruit,bar,2.3263619,48.8835254
3617859640,Le Rubis,bar,2.4002799,48.8405835
3621390697,Le Colbert,bar,2.3687437,48.8762107
3621414116,chez fistou,bar,2.3875237,48.8620563
3621414327,Le Byzance,bar,2.3859094,48.862398
3621414361,qbar,bar,2.386917,48.8594496
3621414362,au rendez-vous des artistes,bar,2.386315,48.8605216
3621797194,La Cave du Grand Turenne,bar,2.3653036,48.8650075
3623613615,Bar tabac,bar,2.3509155,48.838739
3641592030,freinville,bar,2.5196308,48.9276746
3643124793,Le Buron,bar,2.3449034,48.8351664
3643372594,57,bar,2.3486051,48.8306236
3647581409,La Quille,bar,2.2197399,48.8975505
3647811230,Le Nemrod,bar,2.3870229,48.841353
3651433763,Poule Up !,bar,2.3404212,48.8623979
3653081802,bar du marché,bar,2.3705,48.8551471
3653361132,Feeling Bar,bar,2.3539865,48.858866
3653361134,Freedj,bar,2.3548381,48.8585639
3653361135,Spyce,bar,2.3555074,48.8583304
3653361137,Résistance,bar,2.3567059,48.8580893
3654530601,l'annexe kawa,bar,2.3723149,48.8635229
3655426578,Le Paris,bar,2.3986403,48.9093565
3658681025,Restaurant Le Timgad,bar,2.2528727,48.8967092
3659114784,La Bourse,bar,2.3627195,48.8691119
3661339220,Le mouton blanc,bar,2.0446795,48.928093
3662340670,Ober Mamma,bar,2.3701571,48.8644404
3667219646,Le saint Raphaël,bar,1.9751719,48.9810193
3668183473,La Chope,bar,2.3407374,48.8752683
3668191926,Le Vizir,bar,2.3396891,48.8746488
3671703036,Piscadou,bar,2.4006616,48.9118604
3676404913,Le Printania,bar,2.1583191,48.9380225
3678837017,Mega bar,bar,2.3936693,48.9054224
3678837024,Le Maryland,bar,2.3938547,48.9056002
3678910999,Le Jockey,bar,2.163634,48.942155
3679952031,Le carrefour,bar,2.3921122,48.9039975
3681741348,Dock 39,bar,2.7515917,48.8577609
3681903328,Le Paris - Bordeaux,bar,2.3934326,48.9052033
3688065158,Le Saint-Martin,bar,2.3588895,48.8689702
3688329409,pub fiction,bar,2.3788042,48.8643061
3697203740,Brasserie des voyageurs,bar,2.4607276,48.8959648
3700828906,Le lucky,bar,2.3464599,48.8676631
3701100011,Tabac Le Liège,bar,2.3268768,48.8795128
3701100018,L'Estaminet Liège,bar,2.3288634,48.8797527
3703603481,Le Campanella,bar,2.6590592,48.5378921
3704862537,Bar brasserie Les Marronniers,bar,2.5760758,48.8635854
3704862538,Bar Brasserie Le Brazza,bar,2.5761415,48.863169
3708580900,Café du Théâtre,bar,2.3419972,48.883557
3713373616,Café A,bar,2.3602466,48.8753041
3716024170,L'Hélice Bar,bar,2.341329,48.8835388
3724421447,Le Marceau,bar,2.2459311,48.899534
3726704695,Le Celtique,bar,2.2643965,48.9007896
3734547794,Teddy's Bar,bar,2.3494675,48.8450006
3739718749,Le Vincennes,bar,3.1297883,48.9267994
3740240510,Rosa Bonheur sur Seine,bar,2.3153672,48.8632512
3748962747,Le Saint Germain,bar,1.9698141,48.770201
3752115870,Le Marigny,bar,2.3979437,48.9025794
3753251577,Le Jean Nicot,bar,2.4308897,48.8572279
3759819914,Bar des 3 Communes,bar,2.7045721,48.8811028
3760641966,La Rotonde,bar,2.369614,48.883457
3765270124,Le Longchamp,bar,2.618291,48.984039
3770622888,Arty,bar,2.330699,48.8698417
3771869602,Bar Tabac de l'Alma,bar,2.5040126,48.8350206
3775315457,Un Bistrot en Ville,bar,2.325099,48.8804352
3775824132,Comptoir,bar,2.4012936,48.9029288
3778420759,Thé Art Café,bar,2.7048457,48.8774694
3778420760,Le Saint-Furcy,bar,2.7044031,48.8775505
3778420761,Café de l'Abbaye,bar,2.7046847,48.8775788
3778436917,Le Petit Marquis,bar,2.3190225,48.8833129
3779249000,Klein Holland,bar,2.3579757,48.8563599
3781068782,Au P'tit bar,bar,2.344461,48.9137388
3781119367,Captain’s Quarters,bar,2.7889825,48.8655602
3781119369,Fisherman’s Wharf,bar,2.7895082,48.8656271
